monthly_income,income_stability_months,debt_ratio,savings_months_cover,language_level,housing_stability_months,local_references,employment_type_encoded,ngo_validation_encoded,volatility_of_income,income_growth_trend,asset_index,punctualidad_reportada,consistencia_declarativa,digital_interaction_score,zone_risk_index,vulnerability_score,target_default_flag,target_repayment_behavior
4883.6003,2,0.5139,2.7337,4,16,5,2,1,0.6708,-0.0709,0.4753,0.8306,0.8768,0.9294,0.3849,0.4725,0,0.9447
2851.7307,12,0.3938,1.2623,4,38,2,1,0,0.2973,-0.0171,0.1651,0.4589,0.5916,0.2765,0.7221,0.4153,0,0.6061
1906.2188,6,0.2655,1.834,1,7,2,2,0,0.5137,0.0221,0.4073,0.8407,0.7547,0.1431,0.4156,0.5901,1,0.5458
3401.0971,2,0.2746,0.3389,3,27,0,1,0,0.1914,-0.1156,0.1706,0.393,0.7333,0.5234,0.7851,0.71,1,0.4203
1184.2228,14,0.4707,0.7619,2,33,3,2,1,0.7278,-0.0831,0.0912,0.7389,0.8313,0.1787,0.3218,0.5637,1,0.6889
2372.5953,31,0.5139,2.4957,1,19,1,0,0,0.0701,-0.0702,0.2554,0.3724,0.6027,0.7695,0.5316,0.5207,0,0.5466
1998.0065,10,0.1491,0.9079,3,50,3,0,1,0.2931,-0.0093,0.2936,0.7193,0.8263,0.6241,0.5875,0.3215,0,0.9893
2063.193,21,0.0629,0.8579,3,21,3,0,0,0.2609,-0.0228,0.8569,0.9407,0.625,0.1824,0.6017,0.7099,0,0.7755
3415.8333,38,0.0862,0.4313,3,12,2,0,0,0.4264,0.0465,0.1776,0.7829,0.6968,0.8494,0.3579,0.4172,0,0.8686
2607.7578,13,0.4899,1.8069,4,11,0,2,0,0.2042,-0.111,0.57,0.7794,0.6533,0.3213,0.48,0.5435,1,0.5212
2088.8351,34,0.2558,3.3166,2,22,2,0,0,0.2093,-0.0207,0.285,0.7747,0.825,0.3054,0.2038,0.7442,0,0.8499
790.4135,32,0.1891,1.2677,3,10,4,2,1,0.431,0.0588,0.5882,0.3754,0.8908,0.4614,0.5071,0.1764,0,0.9275
1118.7607,20,0.1723,0.2456,3,58,0,1,0,0.424,-0.0787,0.6232,0.4493,0.5657,0.5768,0.3473,0.8497,0,0.4504
1700.4455,5,0.597,3.6449,2,16,2,2,0,0.823,-0.0058,0.5098,0.9284,0.5402,0.1967,0.7817,0.5134,1,0.2521
1894.4545,2,0.5051,0.1481,5,45,3,0,1,0.4297,0.0375,0.7251,0.6555,0.785,0.6399,0.2341,0.8723,1,0.8481
1027.5146,9,0.2894,1.2763,2,40,1,0,0,0.5901,0.0704,0.5463,0.6782,0.3599,0.7076,0.3605,0.3629,1,0.4727
6000.0,11,0.4126,0.6051,3,26,1,0,0,0.5644,-0.0627,0.5796,0.7139,0.874,0.3956,0.7709,0.6046,0,0.5511
3859.1299,13,0.3569,5.5077,4,19,1,1,0,0.1655,0.0186,0.3203,0.5618,0.8527,0.4012,0.3398,0.5307,0,0.898
2443.1883,25,0.2006,2.6753,3,22,1,2,1,0.7238,0.002,0.5078,0.7451,0.568,0.5317,0.3439,0.7253,1,0.8551
1874.3523,8,0.3515,1.6713,1,36,2,0,0,0.1016,-0.0519,0.3266,0.6406,0.9659,0.3651,0.4885,0.5941,1,0.6568
1626.028,25,0.2355,2.2038,2,24,1,2,0,0.7859,-0.0616,0.542,0.6813,0.8711,0.7243,0.5187,0.7988,0,0.3286
1123.3165,48,0.5078,1.5217,2,38,0,0,0,0.5665,-0.0632,0.6626,0.7618,0.8944,0.8348,0.4961,0.5328,1,0.5482
1879.4609,14,0.3037,0.3194,3,13,2,2,0,0.2113,0.1856,0.2929,0.7439,0.8515,0.1926,0.5421,0.1998,0,0.8014
2056.7375,19,0.3551,2.4695,2,26,2,2,0,0.5233,0.059,0.1965,0.3403,0.8183,0.3771,0.7269,0.4441,0,0.5152
971.7705,46,0.2519,1.3572,3,16,4,0,0,0.2601,0.0034,0.4544,0.7754,0.9374,0.2926,0.6352,0.2658,0,0.9625
2136.8503,28,0.3072,2.0119,2,15,1,2,1,0.5295,-0.0422,0.3772,0.5556,0.875,0.1876,0.4139,0.7708,1,0.8283
1672.9946,9,0.4076,0.0925,0,16,2,2,0,0.158,0.0281,0.533,0.8038,0.8376,0.4032,0.5204,0.7601,1,0.3713
696.5198,50,0.2973,0.3064,2,31,1,2,1,0.3241,-0.0608,0.3198,0.5463,0.4257,0.4463,0.5109,0.4072,0,0.8465
1175.9216,18,0.4649,1.7801,3,28,3,0,0,0.1837,0.0163,0.8501,0.8058,0.9954,0.2385,0.3409,0.3908,0,0.9542
1470.264,9,0.4003,1.2303,4,4,3,2,0,0.2556,0.0418,0.5867,0.8395,0.9338,0.4505,0.2412,0.4062,0,0.8568
4646.3806,3,0.3547,0.5146,0,49,1,0,0,0.2342,-0.008,0.4589,0.7455,0.8501,0.5128,0.6905,0.7672,1,0.5903
2388.1554,8,0.2796,0.5509,2,26,3,1,0,0.3335,-0.03,0.3048,0.8515,0.717,0.5804,0.7583,0.2511,0,0.7064
927.2834,18,0.3268,1.9975,5,14,2,0,0,0.1885,-0.0258,0.697,0.9319,0.8931,0.7805,0.2049,0.8275,1,0.8034
2305.42,6,0.3889,0.1216,2,33,1,1,0,0.104,0.0485,0.8842,0.7898,0.8584,0.2556,0.2374,0.5783,0,0.761
834.0956,7,0.1329,1.1392,4,40,2,2,0,0.6057,-0.0024,0.5314,0.8275,0.7858,0.7525,0.2306,0.5596,0,0.6888
3106.7906,39,0.198,1.4809,3,23,0,0,1,0.6356,0.0827,0.453,0.733,0.4507,0.5059,0.7219,0.5343,0,0.8976
1428.5821,19,0.0882,0.7368,1,21,1,2,1,0.3528,-0.0914,0.2892,0.8947,0.9671,0.6226,0.4932,0.3678,0,0.9598
1725.3443,3,0.3534,3.4357,3,17,1,1,0,0.4871,-0.0634,0.4294,0.4961,0.7832,0.1495,0.4991,0.4163,1,0.5605
3508.3402,26,0.2097,0.1169,5,31,3,0,0,0.765,0.0042,0.8388,0.6557,0.6108,0.475,0.4614,0.7617,0,0.7412
949.9584,2,0.1537,4.0166,4,29,1,0,0,0.2901,0.0226,0.7506,0.8148,0.8118,0.6933,0.5067,0.2239,0,0.8846
899.1419,18,0.2521,2.5694,3,36,3,1,0,0.2448,-0.0034,0.3754,0.7274,0.8532,0.4695,0.2548,0.2557,0,0.9031
1350.4597,16,0.1085,1.1821,3,32,0,0,0,0.5047,0.0701,0.8417,0.5378,0.7775,0.3651,0.7479,0.9127,1,0.413
3038.7132,60,0.1012,5.1664,2,28,1,2,0,0.3946,-0.0472,0.0546,0.7863,0.703,0.6042,0.6259,0.6849,0,0.883
845.8372,33,0.1817,2.4229,2,24,1,0,0,0.5784,0.0008,0.254,0.5213,0.6834,0.5784,0.7602,0.265,1,0.61
438.7467,15,0.1735,5.3486,2,26,1,1,0,0.6103,0.0542,0.6044,0.8963,0.892,0.7153,0.2133,0.9667,1,0.7151
1442.9149,29,0.3327,1.2796,5,35,3,1,0,0.2711,0.0891,0.7761,0.57,0.8002,0.4614,0.6046,0.8296,1,0.7873
2382.4161,2,0.0773,1.2065,2,34,1,0,1,0.4475,-0.0102,0.8984,0.7881,0.8014,0.7582,0.6845,0.3176,0,0.893
3294.8993,16,0.2827,1.5132,2,21,4,2,0,0.4781,0.1342,0.2724,0.8626,0.9182,0.2448,0.7074,0.5837,1,0.722
1434.2815,9,0.0691,0.1353,2,18,2,0,0,0.359,0.0046,0.7315,0.8478,0.6318,0.4882,0.4059,0.6176,0,0.5601
1471.8666,18,0.5116,4.7827,2,54,2,2,0,0.5951,0.0849,0.6318,0.6668,0.8677,0.0704,0.3888,0.1422,0,0.8716
3219.4003,1,0.1813,2.2035,0,8,2,0,0,0.2709,-0.0172,0.2503,0.7711,0.7409,0.7515,0.7276,0.3007,0,0.6184
709.9036,26,0.1881,1.9225,2,15,1,0,0,0.7133,-0.0077,0.1325,0.9418,0.5739,0.3143,0.5331,0.0769,0,0.6533
1488.8207,22,0.4867,5.2199,3,25,2,2,1,0.308,0.0586,0.718,0.6806,0.8012,0.2076,0.5201,0.3847,0,0.9022
1988.6513,34,0.0909,10.1146,4,43,1,1,0,0.8172,0.0409,0.4178,0.9712,0.7284,0.3354,0.3166,0.0505,0,1.0
2263.3683,11,0.3508,0.3568,3,39,4,1,1,0.1464,-0.0009,0.7299,0.885,0.8704,0.7033,0.2284,0.6392,0,0.9427
1401.2173,26,0.5645,2.7646,2,23,3,0,0,0.8241,-0.0522,0.5508,0.6817,0.6606,0.7607,0.6187,0.4828,1,0.2701
1839.4474,53,0.2493,1.7347,3,8,4,0,0,0.5677,0.1313,0.6401,0.8152,0.7741,0.8667,0.2367,0.2841,0,0.9635
521.045,12,0.1378,1.2361,3,16,5,2,1,0.5568,-0.0137,0.1382,0.9312,0.6879,0.3117,0.4118,0.4686,0,0.9
1300.9835,4,0.1131,7.5985,2,26,2,1,0,0.223,0.0035,0.8175,0.6767,0.6077,0.56,0.7295,0.7981,1,0.759
2268.2284,25,0.3349,3.7977,1,31,1,0,1,0.648,-0.0963,0.5447,0.4828,0.9349,0.4504,0.7465,0.1521,0,0.722
1106.3847,12,0.2436,2.3864,4,41,2,0,1,0.4472,-0.028,0.7039,0.7645,0.8546,0.6469,0.4124,0.4641,0,0.9198
1862.1595,6,0.0316,0.9647,3,21,2,2,0,0.7184,0.0444,0.6762,0.9394,0.8718,0.3514,0.4405,0.1343,0,0.731
2260.7146,7,0.2898,2.1935,2,10,2,2,1,0.5406,-0.0072,0.8852,0.8049,0.4703,0.134,0.5498,0.5901,1,0.8436
1523.4388,3,0.3014,1.5173,2,8,3,0,0,0.1225,0.1326,0.158,0.7268,0.5887,0.791,0.7894,0.5705,0,0.4949
1968.9031,6,0.1748,0.5737,4,19,2,2,0,0.8615,0.0146,0.929,0.8396,0.7248,0.5861,0.4707,0.4112,1,0.5458
1117.2591,21,0.4205,1.1971,3,34,1,0,0,0.044,-0.0296,0.2375,0.6446,0.798,0.4993,0.6731,0.6537,0,0.6123
1630.5854,22,0.0179,0.4771,5,22,1,2,0,0.3989,0.0856,0.3467,0.6417,0.863,0.1983,0.4721,0.7536,0,0.8775
2453.1007,8,0.3458,1.388,3,7,2,0,1,0.068,0.1227,0.4505,0.8178,0.7407,0.7908,0.2615,0.5378,0,1.0
1955.6668,60,0.4273,2.5476,1,18,0,2,1,0.4469,0.0674,0.3463,0.6834,0.664,0.486,0.575,0.3049,0,0.8683
1348.4814,17,0.4852,0.0747,3,40,4,1,0,0.5784,0.0068,0.3912,0.7867,0.7649,0.7899,0.3871,0.6583,0,0.5977
2022.5375,20,0.3479,2.8996,2,5,3,0,0,0.552,-0.0092,0.4152,0.73,0.437,0.4375,0.5557,0.4042,0,0.475
2584.5454,23,0.2126,0.0404,2,18,5,1,0,0.7774,-0.082,0.8421,0.513,0.8747,0.8113,0.3561,0.6524,0,0.5683
648.7383,8,0.2794,1.4566,2,39,1,0,1,0.311,0.0178,0.2466,0.5277,0.6404,0.2146,0.4303,0.5289,1,0.792
3227.7386,30,0.129,1.7042,2,14,3,0,1,0.372,0.0198,0.6804,0.6127,0.8907,0.5919,0.5092,0.5116,0,0.8522
1528.2409,3,0.1791,2.8646,4,23,2,1,1,0.7997,-0.057,0.6806,0.4605,0.8121,0.5008,0.4053,0.5166,0,0.8503
2236.6734,5,0.1914,2.8628,3,33,2,2,0,0.5927,0.0039,0.349,0.7857,0.7683,0.3845,0.7718,0.5613,1,0.5835
3289.9362,9,0.3362,1.0807,1,60,5,2,0,0.4407,0.056,0.3787,0.8762,0.5205,0.2859,0.5393,0.4587,0,0.7466
910.6541,19,0.0461,0.1374,3,34,1,2,1,0.1773,-0.0141,0.6275,0.6002,0.7332,0.7304,0.7688,0.6045,0,0.9021
1268.1057,4,0.3043,2.3651,3,10,1,2,1,0.4269,0.0163,0.1137,0.4827,0.6897,0.2909,0.2779,0.1366,0,0.8996
1565.1323,5,0.1736,1.4307,4,45,2,1,1,0.3948,-0.1005,0.4883,0.9363,0.8818,0.5114,0.4065,0.6083,0,0.9516
1221.8523,42,0.5297,0.8101,4,24,2,0,1,0.3456,0.0911,0.5916,0.6998,0.6299,0.3223,0.5086,0.758,0,0.854
4304.7239,39,0.3395,0.5354,1,9,1,2,0,0.2236,-0.0335,0.6199,0.8489,0.9166,0.8476,0.7297,0.4455,0,0.7978
1178.0478,4,0.0664,0.2551,4,5,2,0,0,0.4991,-0.0148,0.7418,0.831,0.5884,0.3735,0.4635,0.2009,1,0.7156
1369.5351,8,0.3284,0.6995,1,8,0,2,1,0.4749,0.013,0.7893,0.7946,0.5306,0.2472,0.6208,0.3798,0,0.4869
2002.5858,15,0.4427,1.2268,2,15,1,1,1,0.657,-0.0098,0.2367,0.6539,0.8117,0.5911,0.5707,0.7703,0,0.5329
991.2088,25,0.3055,1.2987,1,21,0,1,1,0.0561,0.048,0.7721,0.9415,0.8697,0.6058,0.2041,0.4362,0,1.0
1483.5003,11,0.1973,1.7481,2,25,2,0,0,0.5402,-0.0185,0.2207,0.3343,0.9404,0.591,0.5886,0.1594,1,0.6676
2119.0574,10,0.3266,0.9003,4,33,1,0,1,0.3876,-0.029,0.4954,0.7961,0.8891,0.6088,0.5463,0.0879,0,0.9198
1530.8368,35,0.4154,5.0489,3,8,2,1,1,0.2827,0.0467,0.4621,0.5103,0.7602,0.8934,0.3919,0.2589,1,0.9752
1725.5594,8,0.7236,1.3698,3,14,1,0,1,0.4941,-0.1366,0.3119,0.7944,0.8722,0.5177,0.5188,0.3329,1,0.2753
1387.6042,12,0.4961,1.1023,5,22,2,0,1,0.6867,-0.0638,0.3529,0.6793,0.7448,0.5137,0.2352,0.1557,0,0.7734
847.9018,23,0.3941,0.0987,2,21,4,0,0,0.6543,0.0121,0.3806,0.7152,0.965,0.5483,0.246,0.6821,1,0.5314
2123.4483,24,0.2932,1.8277,0,25,1,1,1,0.1809,0.0419,0.5242,0.9157,0.628,0.2403,0.6457,0.0308,0,0.9806
4347.9795,22,0.0939,1.847,3,18,2,1,0,0.2978,0.0423,0.7577,0.6363,0.6497,0.5868,0.7091,0.8247,0,0.8118
1824.7546,21,0.3317,1.7507,4,37,0,1,0,0.4247,-0.1362,0.5576,0.5008,0.8813,0.7991,0.5116,0.6466,1,0.5616
2023.5973,19,0.1999,4.3713,5,29,2,0,0,0.1095,-0.0242,0.4203,0.6444,0.8753,0.4816,0.5437,0.7109,0,0.9123
2556.4155,13,0.4769,2.8786,2,28,1,1,1,0.3927,0.043,0.7064,0.6766,0.842,0.4754,0.2219,0.0989,0,0.8726
958.4666,30,0.1457,4.0409,4,9,3,0,0,0.2709,-0.0513,0.2982,0.6187,0.8904,0.4587,0.3994,0.4272,0,0.9377
4235.5028,24,0.3134,0.1225,4,40,2,0,0,0.4836,-0.0117,0.7096,0.7634,0.8512,0.226,0.7948,0.4012,0,0.8538
2000.5239,9,0.5296,0.7658,1,42,0,1,0,0.4269,0.0226,0.1626,0.8904,0.6926,0.7797,0.6299,0.7415,1,0.2924
4088.4796,13,0.301,0.7675,3,9,1,1,0,0.1311,0.0033,0.3692,0.845,0.6009,0.5093,0.3121,0.6676,0,0.7784
1253.235,5,0.4619,2.1403,2,58,0,1,0,0.1371,0.0245,0.2693,0.5002,0.5644,0.7462,0.7586,0.9302,1,0.3175
4487.4099,11,0.3957,1.1906,2,24,2,1,1,0.2443,-0.0086,0.0326,0.5543,0.7764,0.5514,0.626,0.1612,0,0.9754
2663.9833,6,0.692,3.0054,4,15,1,1,0,0.3337,0.0285,0.2801,0.7221,0.8902,0.4608,0.6377,0.8415,0,0.1991
2383.9643,31,0.2316,0.9704,4,15,3,0,0,0.3722,0.0297,0.8442,0.811,0.6032,0.5102,0.6457,0.2582,1,0.8305
2032.4805,60,0.0852,0.501,3,7,4,0,1,0.5379,0.0427,0.4323,0.4434,0.8428,0.4024,0.2505,0.7542,0,0.9783
1596.7661,5,0.1019,0.6877,4,45,4,0,1,0.7172,0.0399,0.7933,0.9201,0.8618,0.5311,0.6055,0.5106,0,0.9447
3295.344,14,0.0804,0.4029,2,15,3,2,1,0.5215,0.0493,0.3245,0.9249,0.4756,0.1137,0.3657,0.1223,0,1.0
1939.4892,12,0.2029,0.441,2,17,4,0,1,0.4362,-0.0242,0.6851,0.7109,0.4628,0.7739,0.6924,0.8651,0,0.6926
676.1839,1,0.3205,0.4888,2,8,0,2,0,0.3691,-0.0214,0.1448,0.7459,0.8181,0.6292,0.5142,0.7355,0,0.2801
1034.2241,9,0.3396,0.0325,4,27,3,2,1,0.4769,0.0101,0.6016,0.8578,0.9262,0.8721,0.3387,0.3714,0,0.935
1647.6036,52,0.3164,2.5182,4,22,0,2,1,0.437,0.0979,0.2942,0.8696,0.6553,0.8275,0.644,0.0616,0,1.0
2111.174,18,0.2535,1.0203,3,46,3,1,0,0.6158,0.0114,0.6526,0.4458,0.9104,0.6078,0.3762,0.6961,0,0.6863
1757.6022,14,0.7218,0.0459,5,7,2,1,0,0.2514,0.0839,0.5979,0.7839,0.5897,0.4093,0.5966,0.801,1,0.1365
3325.8661,6,0.3085,0.9241,3,26,3,0,1,0.8287,0.074,0.7309,0.9519,0.7935,0.3307,0.5136,0.7405,0,0.899
681.6042,28,0.4166,4.7155,3,9,3,0,0,0.1447,0.0744,0.1294,0.7069,0.8601,0.3174,0.5007,0.4675,1,0.8719
1942.6222,10,0.2032,1.4318,3,13,3,0,0,0.4192,0.0706,0.326,0.8554,0.5082,0.5986,0.6444,0.2972,0,0.7427
728.5166,8,0.3466,8.6478,4,22,2,2,0,0.3818,-0.0474,0.2058,0.656,0.753,0.4929,0.6448,0.0748,0,0.892
2643.4923,26,0.149,1.5529,1,53,1,1,1,0.5529,-0.0539,0.2491,0.8904,0.785,0.788,0.5431,0.6558,0,0.9699
1724.6349,14,0.0531,6.5828,2,3,1,2,0,0.2247,-0.043,0.5441,0.6989,0.7083,0.2973,0.2793,0.6866,0,0.8217
2230.1073,7,0.2464,0.4508,2,4,3,2,0,0.2674,0.0559,0.1036,0.9082,0.8455,0.4426,0.4457,0.5005,1,0.7104
1173.8668,28,0.1842,0.6848,4,9,1,1,0,0.2241,-0.0138,0.6959,0.9356,0.8734,0.3371,0.7848,0.5202,0,0.775
3428.0006,17,0.2342,2.4077,5,22,0,0,0,0.2556,-0.0301,0.5929,0.8655,0.6352,0.6811,0.3343,0.6602,0,0.8035
3043.801,28,0.2196,8.6584,2,8,0,2,0,0.2101,-0.0209,0.5694,0.4653,0.947,0.7495,0.3451,0.5556,0,0.9555
2420.6035,14,0.1124,3.4893,5,5,2,0,0,0.1095,0.0239,0.1328,0.7761,0.5994,0.4767,0.3472,0.6803,0,0.976
1694.6667,60,0.1392,1.6136,3,27,4,0,0,0.2,-0.0348,0.5165,0.8887,0.8147,0.3748,0.3531,0.7297,0,0.9419
2416.1452,3,0.1278,0.178,3,17,1,0,0,0.7616,-0.025,0.8954,0.7103,0.7898,0.5213,0.4371,0.9208,1,0.3799
1269.7226,60,0.2305,0.9063,4,40,2,1,0,0.3219,-0.0152,0.7924,0.8396,0.6148,0.0899,0.7531,0.7936,0,0.7985
2773.2573,10,0.0101,0.1808,3,27,2,2,1,0.2007,0.0459,0.5515,0.9413,0.5514,0.2129,0.2652,0.7968,0,0.9162
4124.6665,3,0.1616,0.7458,3,27,3,1,1,0.6132,-0.0829,0.6625,0.7214,0.8148,0.0245,0.7555,0.1827,0,0.855
3088.0814,19,0.3085,0.5989,0,13,2,1,0,0.4455,0.0004,0.7834,0.6832,0.7799,0.6193,0.334,0.7673,1,0.445
1255.3865,35,0.3876,0.9839,0,42,4,1,1,0.5799,-0.0179,0.2974,0.7125,0.9753,0.6873,0.4935,0.4814,0,0.8139
2166.1543,22,0.2031,3.6314,3,10,3,1,0,0.5538,0.0304,0.552,0.5468,0.7812,0.3883,0.7037,0.1697,0,0.8531
947.1232,2,0.2582,0.3259,1,17,2,2,1,0.3287,-0.0057,0.3329,0.5077,0.4597,0.1616,0.6473,0.3302,1,0.6419
2407.1413,3,0.3281,0.7308,3,23,2,0,1,0.7481,-0.0459,0.6808,0.8319,0.9152,0.5921,0.791,0.7845,1,0.7682
2264.9358,3,0.422,0.6052,3,39,2,0,1,0.7747,0.1075,0.2362,0.6226,0.9825,0.6903,0.3522,0.2288,0,0.8894
709.8771,9,0.0561,0.7024,3,8,0,0,0,0.3167,0.0772,0.55,0.8274,0.5651,0.482,0.3531,0.1549,1,0.7708
1011.4175,4,0.1892,0.8945,3,28,0,1,0,0.4788,0.0123,0.1401,0.8712,0.4964,0.7565,0.6348,0.6665,1,0.3646
1569.3716,13,0.3106,0.5603,5,12,5,2,0,0.2257,0.0296,0.7661,0.958,0.8574,0.2407,0.7875,0.4663,0,0.7897
1555.5277,2,0.2271,5.7148,2,18,3,1,0,0.383,-0.0372,0.0037,0.7441,0.9178,0.1759,0.794,0.7543,1,0.5247
987.584,13,0.1074,1.0898,3,38,3,0,1,0.3067,0.0104,0.3638,0.777,0.3923,0.721,0.2866,0.5051,0,0.859
2196.2121,21,0.2494,0.2423,4,18,1,0,1,0.7063,0.1328,0.0753,0.7631,0.7899,0.0949,0.7867,0.814,0,0.7553
2050.2906,35,0.3874,1.2609,0,18,3,1,0,0.4489,0.062,0.2591,0.5633,0.7747,0.6106,0.2229,0.4367,0,0.7047
1640.679,18,0.7427,0.4077,2,10,1,0,1,0.2722,-0.0528,0.7878,0.689,0.4919,0.4036,0.3082,0.4038,1,0.1982
1239.055,41,0.4733,0.487,3,10,1,1,0,0.3292,0.0202,0.7917,0.713,0.9377,0.8212,0.5846,0.3929,0,0.6819
3054.4462,18,0.3218,0.6711,3,29,2,2,1,0.5483,0.0041,0.606,0.8031,0.9379,0.5776,0.4797,0.5198,0,0.9486
4136.9065,5,0.2555,0.2665,1,23,4,0,1,0.126,0.026,0.4518,0.7492,0.6896,0.5191,0.5811,0.2454,0,0.9542
1419.7261,12,0.4538,2.5539,2,27,3,0,1,0.4434,0.0891,0.5922,0.4942,0.8608,0.5938,0.3473,0.5293,0,0.7683
1331.3071,8,0.2527,3.1399,3,18,0,2,1,0.0382,-0.0455,0.2629,0.8726,0.6829,0.5992,0.5042,0.7031,0,0.9148
2311.3888,16,0.4051,1.0027,2,19,2,0,0,0.3634,-0.0101,0.5384,0.8539,0.6353,0.7665,0.6369,0.33,1,0.5506
1511.6927,1,0.1464,2.3359,3,29,1,2,0,0.8294,-0.0562,0.3461,0.6856,0.6696,0.7323,0.31,0.3019,1,0.542
1686.3158,38,0.1252,0.9852,4,23,3,2,0,0.293,0.0107,0.6126,0.6275,0.8426,0.4644,0.7622,0.0701,0,1.0
2617.1117,25,0.245,0.3584,3,4,2,1,1,0.5445,0.0054,0.2245,0.9688,0.847,0.6064,0.6873,0.727,0,0.892
695.9807,15,0.0843,1.0122,2,48,0,1,0,0.4482,0.1042,0.7633,0.6522,0.4536,0.6412,0.6494,0.5625,1,0.5658
3495.2185,60,0.1991,1.6283,3,14,1,0,1,0.4202,-0.0426,0.367,0.8414,0.8542,0.8946,0.6113,0.4175,0,0.9782
1874.9556,51,0.2763,0.0837,3,37,1,0,0,0.5224,0.0453,0.6499,0.7097,0.7687,0.4339,0.3007,0.4328,0,0.8417
1471.8177,24,0.2948,2.1254,4,37,1,1,1,0.6271,-0.1311,0.5359,0.857,0.767,0.601,0.7449,0.481,0,0.882
1729.146,16,0.2722,2.7143,3,30,1,1,1,0.5405,0.0966,0.6702,0.7169,0.8946,0.5082,0.527,0.3284,0,0.9582
1774.3948,13,0.0227,3.9318,3,33,1,2,0,0.3638,0.0014,0.7736,0.601,0.8458,0.627,0.2631,0.772,0,0.7985
760.8219,12,0.2517,0.2169,1,60,3,1,1,0.1026,0.007,0.4838,0.7457,0.4345,0.4047,0.7573,0.3319,0,0.9053
3817.9508,8,0.5876,0.0002,4,4,2,2,1,0.3791,-0.0111,0.2413,0.8819,0.9765,0.4919,0.5879,0.5219,0,0.8987
1845.7903,8,0.3582,0.1522,2,28,3,0,0,0.5569,0.0237,0.1118,0.7499,0.7707,0.5242,0.6898,0.5767,0,0.402
2256.344,15,0.0927,5.1571,3,37,4,2,1,0.4367,-0.0297,0.1677,0.876,0.489,0.4262,0.5278,0.3502,0,1.0
2909.6116,33,0.6589,2.9011,2,7,3,0,0,0.5649,0.0072,0.3957,0.8229,0.8377,0.4641,0.7006,0.1226,1,0.3214
1085.0906,15,0.2195,3.6089,0,33,1,1,0,0.417,0.0674,0.2285,0.6623,0.9299,0.5054,0.7149,0.4588,0,0.6199
2290.9823,4,0.3851,1.4555,2,10,1,2,0,0.1897,-0.0195,0.8184,0.2888,0.7623,0.4326,0.5368,0.9347,0,0.3408
1581.5797,12,0.2783,1.4961,1,16,5,1,0,0.1726,-0.0152,0.2407,0.9829,0.5596,0.3065,0.4886,0.1753,0,0.7434
2761.1026,6,0.2596,0.7091,2,19,0,0,0,0.5398,-0.014,0.3089,0.7705,0.7498,0.418,0.5408,0.4164,1,0.493
624.1472,45,0.1179,3.6999,2,13,1,1,0,0.2027,0.0479,0.45,0.8522,0.785,0.3935,0.2525,0.4585,0,0.9635
1720.6422,1,0.096,3.5412,2,20,4,2,0,0.6106,-0.0076,0.3835,0.9262,0.5363,0.3837,0.7492,0.5695,1,0.5557
1337.5431,16,0.1374,0.9957,1,24,2,2,0,0.494,-0.0223,0.3786,0.8436,0.7348,0.435,0.7062,0.7533,1,0.3672
2244.2608,6,0.1428,0.7988,3,8,4,1,0,0.3761,0.009,0.2928,0.4992,0.7656,0.7665,0.6088,0.5866,1,0.5508
2287.0592,13,0.2013,2.6817,4,40,2,1,1,0.3808,0.0532,0.2475,0.5091,0.3531,0.622,0.5746,0.1692,0,0.9356
1269.2571,16,0.2142,0.053,2,25,3,2,0,0.1696,-0.0652,0.4222,0.9252,0.6297,0.2367,0.2327,0.4628,0,0.8645
1266.3741,29,0.5349,3.9315,3,37,2,0,0,0.2108,0.0374,0.7072,0.9156,0.7094,0.3237,0.2051,0.0937,0,0.9193
1710.7161,11,0.5161,1.1821,3,23,2,2,1,0.4819,0.0176,0.66,0.6825,0.7723,0.696,0.3793,0.517,1,0.7998
1154.7959,15,0.3125,1.1644,2,57,1,2,0,0.2883,0.0198,0.3582,0.801,0.7826,0.2512,0.767,0.5813,1,0.5716
2754.5017,38,0.5969,2.2117,2,38,2,1,0,0.4117,0.0009,0.6171,0.9272,0.826,0.6033,0.6785,0.6068,0,0.5935
1503.2676,38,0.6037,2.0755,2,19,2,1,1,0.5637,0.0016,0.7951,0.6301,0.5983,0.0533,0.4949,0.3015,1,0.4112
422.6337,60,0.2126,0.6184,4,13,3,2,1,0.4968,0.0352,0.3072,0.8757,0.7161,0.0735,0.5427,0.6962,0,0.9238
1499.0532,7,0.1402,5.7392,4,13,1,2,0,0.1877,-0.0775,0.6273,0.3622,0.5064,0.7959,0.6691,0.3842,0,0.7644
1075.7013,60,0.3896,8.5851,2,14,1,2,1,0.5452,-0.0404,0.6163,0.9589,0.5567,0.5097,0.3104,0.6537,0,0.968
799.8003,12,0.2154,1.493,3,35,2,1,0,0.2994,-0.0844,0.6095,0.8772,0.9761,0.5639,0.5533,0.2319,0,0.8215
973.8786,44,0.4742,1.6482,3,56,4,0,0,0.0845,0.0906,0.6987,0.8445,0.815,0.7625,0.4729,0.8799,0,0.9199
1909.7053,28,0.3059,1.6163,1,23,2,0,0,0.2555,0.063,0.7099,0.6717,0.8201,0.5008,0.7383,0.2488,1,0.6733
3513.3329,10,0.3669,1.3302,4,54,2,2,1,0.6823,-0.1086,0.6591,0.6772,0.6933,0.7105,0.4598,0.5558,0,0.8513
